K = Z3(a) = Z3[x] / x^2 + 2*x + 2
p=3; n=9; d=1*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 1, t^6 + 1>; f=x^9 + 9*x^8 + 9*x^7 + 3*x^6 + 18*x^5 + 36*a + 3; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*a*x^8 + (9*a + 9)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 18)*x^8 + (9*a + 9)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 18)*x^8 + (9*a + 9)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 9)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=6T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*x^8 + (18*a + 9)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 9)*x^8 + (18*a + 9)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*x^8 + (18*a + 9)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*a*x^8 + (18*a + 9)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 18)*x^8 + (18*a + 9)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 9)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*x^8 + 18*x^7 + 3*x^6 + 9*x^5 + 30; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*x^8 + 18*x^7 + 3*x^6 + 9*x^5 + 30; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*x^7 + 3*x^6 + 9*x^5 + 30; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*x^8 + 18*a*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*a*x^8 + 18*a*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 9)*x^8 + 18*a*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*x^8 + 18*a*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 18)*x^8 + 18*a*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*a*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*a*x^8 + (18*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 9)*x^8 + (18*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 9)*x^8 + (18*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*a*x^8 + (18*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 18)*x^8 + (18*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 18)*x^8 + (18*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*x^8 + (9*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 9)*x^8 + (9*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*x^8 + (9*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*a*x^8 + (9*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 18)*x^8 + (9*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 18)*x^7 + 3*x^6 + 9*x^5 + 30; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*x^8 + 3*x^6 + 9*x^5 + 30; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*x^8 + 3*x^6 + 9*x^5 + 30; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 3*x^6 + 9*x^5 + 30; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*x^8 + 9*x^7 + 3*x^6 + 9*x^5 + 57; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*x^8 + 9*x^7 + 3*x^6 + 9*x^5 + 57; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*x^7 + 3*x^6 + 9*x^5 + 57; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*a*x^8 + 9*a*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 9)*x^8 + 9*a*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 18)*x^8 + 9*a*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*x^8 + (9*a + 9)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=6T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 9)*x^8 + (9*a + 9)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*x^8 + (9*a + 9)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=6T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*a*x^8 + (9*a + 9)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 18)*x^8 + (9*a + 9)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 9)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=6T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 9)*x^8 + (18*a + 9)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*a*x^8 + (18*a + 9)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (18*a + 18)*x^8 + (18*a + 9)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*x^8 + 18*x^7 + 3*x^6 + 9*x^5 + 57; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*x^8 + 18*x^7 + 3*x^6 + 9*x^5 + 57; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*x^7 + 3*x^6 + 9*x^5 + 57; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*a*x^8 + (18*a + 18)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 9)*x^8 + (18*a + 18)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + (9*a + 18)*x^8 + (18*a + 18)*x^7 + 3*x^6 + 9*x^5 + 57; Aut=3T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*x^8 + 9*x^7 + 3*x^6 + 9*x^5 + 3; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 18*x^8 + 9*x^7 + 3*x^6 + 9*x^5 + 3; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<t^2 + 2, t^6 + 1>; f=x^9 + 9*x^7 + 3*x^6 + 9*x^5 + 3; Aut=6T1; Gal=9T17
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 9*x^8 + 9*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 9*a*x^8 + 9*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (9*a + 9)*x^8 + 9*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (18*a + 9)*x^8 + 9*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 18*x^8 + 9*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 18*a*x^8 + 9*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (18*a + 18)*x^8 + 9*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (9*a + 18)*x^8 + 9*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 9*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 9*x^8 + 9*a*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 9*a*x^8 + 9*a*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (9*a + 9)*x^8 + 9*a*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (18*a + 9)*x^8 + 9*a*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 18*x^8 + 9*a*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 18*a*x^8 + 9*a*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (18*a + 18)*x^8 + 9*a*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (9*a + 18)*x^8 + 9*a*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 9*a*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 9*x^8 + (9*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 9*a*x^8 + (9*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (9*a + 9)*x^8 + (9*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (18*a + 9)*x^8 + (9*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 18*x^8 + (9*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 18*a*x^8 + (9*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (18*a + 18)*x^8 + (9*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (9*a + 18)*x^8 + (9*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (9*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 9*x^8 + (18*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 9*a*x^8 + (18*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (9*a + 9)*x^8 + (18*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (18*a + 9)*x^8 + (18*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 18*x^8 + (18*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 18*a*x^8 + (18*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (18*a + 18)*x^8 + (18*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (9*a + 18)*x^8 + (18*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + (18*a + 9)*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
p=3; n=9; d=2*p^22+...; I=[ 14, 6, 0 ]; R=[ <1, 14>, <3, 6>, <9, 0> ]; A=<w*t^2 + 2, t^6 + w>; f=x^9 + 9*x^8 + 18*x^7 + 3*a*x^6 + 9*x^5 + 3; Aut=1T1; Gal=0T0
